,0
_Result_,1.0
iterations,29.727272727272727
gamma,-0.8217543231880872
alpha*,0.006661048074911783
beta1,0.6347833061111038
miu1,-0.09824991990587019
alpha,0.828415371262999
ese_alpha,2.2647765553874026
ese_gamma,2.21346255704954
ese_alpha*,
ese_beta1,0.4099916030561844
ese_miu1,0.07808688094430295
P1,0.6946086072698867
auc,0.6086717846692921
accuracy,0.7740259740259741
recall,0.9507911410361501
precision,0.8058199433411963
f1_score,0.8707201860954058
mcc,-0.03349829212747074
